UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
107789,1,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",43,"R",14250,"R",14250,"R",15000,"R",15000,"R",2623,"R",2625,"R",1888,"R",1891,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14196,"R",18780,"R",14196,"R",13968,"R",4752,"R",10116,"R",4752,"R",6264,"R",2508,"R",6252,"R",2508,"R",3492,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107831,3,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",45,"R",900,"R",27,"R",14900,"R",14900,"R",14900,"R",14900,"R",2189,"R",2189,"R",2189,"R",2400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12881,"R",13444,"R",9225,"R",9394,"R",10980,"R",11509,"R",2858,"R",3465,"R",7751,"R",7628,"R",5063,"R",4725,"12.0410","R",6970,"R",2250,"R",600,1,"R",5,"12.0413","R",6270,"R",715,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
108065,2,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",28,"R",13712,"R",15000,"R",15000,"R",15230,"R",850,"R",850,"R",850,"R",900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6000,"R",6000,"R",7200,"R",7200,"R",2400,"R",2400,"R",2400,"R",2400,"R",3000,"R",3000,"R",3600,"R",3600,"12.0413","R",9110,"R",600,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
108977,4,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",53,"R",900,"R",26,"R",16100,"R",17600,"R",17600,"R",17600,"R",1900,"R",1971,"R",1971,"R",2059,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19491,"R",22207,"R",26500,"R",24407,"R",4267,"R",5883,"R",5883,"R",6824,"R",4651,"R",5247,"R",5247,"R",5300,"12.0402","R",18000,"R",1859,"R",1500,1,"R",12,"12.0410","R",3200,"R",800,"R",400,1,"R",6,"12.0413","R",6000,"R",250,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
109040,9,"51.0801","A",.,"A",.,"R",49,2,"R",9,"R",36,"R",36,"R",36,"R",18200,"R",18200,"R",18550,"R",18550,"R",300,"R",300,"R",300,"R",875,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6831,"R",7182,"R",7389,"R",7749,"R",6066,"R",6372,"R",6822,"R",7146,"R",6066,"R",6372,"R",6822,"R",7146,"51.3901","R",36900,"R",1000,"R",1570,1,"R",13,"51.0909","R",38440,"R",1200,"R",102,2,"R",20,"51.3801","R",72050,"R",2100,"R",99,2,"R",20,"51.0713","R",17900,"R",1100,"R",49,2,"R",9,"51.0601","R",18650,"R",200,"R",50,2,"R",10,
109721,1,"51.0901","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",30,"R",17000,"R",17000,"R",17000,"R",17000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9503,"R",9503,"R",9503,"R",9503,"R",1350,"R",1350,"R",1350,"R",1350,"R",1500,"R",1500,"R",1500,"R",1500,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
109730,2,"10.9999","A",.,"A",.,"R",24,2,"R",8,"R",30,"R",30,"R",30,"R",17000,"R",17000,"R",17000,"R",17000,"R",250,"R",250,"R",250,"R",250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10178,"R",10178,"R",10178,"R",10178,"R",1500,"R",1500,"R",1500,"R",1500,"R",1500,"R",1500,"R",1500,"R",1500,"11.0101","R",17000,"R",250,"R",24,2,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
109934,9,"12.0499","A",.,"A",.,"R",1750,1,"R",13,"R",50,"R",900,"R",26,"R",23886,"R",24070,"R",24109,"R",23998,"R",3557,"R",4033,"R",4457,"R",4861,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17875,"R",19138,"R",20950,"R",23025,"R",9613,"R",5900,"R",7325,"R",6438,"R",6963,"R",6063,"R",6525,"R",5775,"12.0402","R",18839,"R",2431,"R",1500,1,"R",11,"12.0401","R",20052,"R",3441,"R",1600,1,"R",12,"12.0402","R",22668,"R",4354,"R",1800,1,"R",13,"12.0409","R",9596,"R",1037,"R",600,1,"R",5,"12.0410","R",8817,"R",1375,"R",600,1,"R",5,
110194,1,"47.0201","A",.,"A",.,"R",1040,1,"R",10,"R",40,"R",1040,"R",40,"R",16295,"R",16295,"R",16295,"R",16295,"R",250,"R",250,"R",250,"R",250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12000,"R",16600,"R",16840,"R",16980,"R",8520,"R",7000,"R",8300,"R",7530,"R",5280,"R",5480,"R",6620,"R",5910,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
110875,4,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",49,"R",900,"R",26,"R",16900,"R",16900,"R",16900,"R",16900,"R",2732,"R",2732,"R",2732,"R",2732,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18093,"R",18755,"R",19429,"R",20531,"R",5770,"R",5782,"R",5917,"R",5439,"R",5954,"R",5941,"R",6088,"R",6150,"12.0409","R",6300,"R",1993,"R",600,1,"R",4,"12.0410","R",6300,"R",1613,"R",600,1,"R",4,"12.0410","R",4200,"R",1613,"R",400,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111054,5,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",53,"R",900,"R",30,"R",14570,"R",17995,"R",18495,"R",20275,"R",1200,"R",1600,"R",1600,"R",1600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",25308,"R",26500,"R",26500,"R",26500,"R",4691,"R",7977,"R",12150,"R",13250,"R",2862,"R",15052,"R",7433,"R",6771,"12.0402","R",19175,"R",1700,"R",1500,1,"R",13,"12.0409","R",8720,"R",1200,"R",600,1,"R",5,"12.0413","R",5920,"R",0,"R",600,1,"R",5,"12.0410","R",2995,"R",600,"R",400,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111513,6,"12.0401","A",.,"A",.,"R",1600,1,"R",11,"R",44,"R",900,"R",26,"R",17600,"R",17725,"R",17725,"R",20035,"R",3270,"R",3270,"R",3270,"R",2990,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15950,"R",16500,"R",17050,"R",17600,"R",715,"R",847,"R",935,"R",1045,"R",2200,"R",2475,"R",2750,"R",3025,"12.0409","R",10025,"R",1959,"R",600,1,"R",4,"12.0413","R",3725,"R",900,"R",600,1,"R",4,"12.0402","R",17375,"R",2620,"R",1500,1,"R",10,"12.0410","R",3245,"R",1110,"R",400,1,"R",3,"12.0499","R",21275,"R",3830,"R",1800,1,"R",12,
111638,5,"51.0920","A",.,"A",.,"R",94,2,"R",24,"R",94,"R",33,"R",32,"R",34964,"R",35772,"R",37340,"R",39848,"R",2589,"R",2895,"R",3080,"R",2218,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",34710,"R",35979,"R",39386,"R",43287,"R",11069,"R",11092,"R",13795,"R",12103,"R",11421,"R",11398,"R",12267,"R",10857,"51.0910","R",42162,"R",2929,"R",105,2,"R",22,"51.0806","R",48091,"R",2904,"R",74,2,"R",18,"51.0711","R",22770,"R",279,"R",60,2,"R",18,"51.3801","R",17890,"R",734,"R",35,2,"R",11,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111708,3,"48.0508","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",26,"R",12182,"R",13182,"R",14500,"R",14500,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11078,"R",11483,"R",12570,"R",13815,"R",3533,"R",3540,"R",4395,"R",3863,"R",3645,"R",3638,"R",3915,"R",3465,"46.0415","R",14249,"R",0,"R",900,1,"R",8,"51.0801","R",14249,"R",0,"R",900,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111717,10,"46.0302","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",26,"R",14375,"R",15375,"R",15375,"R",15375,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11078,"R",11483,"R",12570,"R",13815,"R",3533,"R",3540,"R",4395,"R",3863,"R",3645,"R",3638,"R",3915,"R",3465,"51.0801","R",14249,"R",0,"R",900,1,"R",8,"47.0201","R",14500,"R",0,"R",900,1,"R",8,"47.0604","R",14249,"R",0,"R",810,1,"R",7,"51.0716","R",14249,"R",0,"R",900,1,"R",8,"46.0415","R",14249,"R",0,"R",900,1,"R",8,
111726,5,"48.0508","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",26,"R",12182,"R",13182,"R",14500,"R",14500,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11078,"R",11483,"R",12570,"R",13815,"R",3533,"R",3540,"R",4395,"R",3863,"R",3645,"R",3638,"R",3915,"R",3465,"46.0415","R",14249,"R",0,"R",900,1,"R",8,"52.0301","R",14249,"R",0,"R",900,1,"R",8,"49.0205","R",11024,"R",0,"R",630,1,"R",5,"52.1803","R",10754,"R",0,"R",630,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111744,6,"48.0508","A",.,"A",.,"R",900,1,"R",9,"R",36,"R",900,"R",26,"R",12182,"R",13182,"R",14500,"R",14500,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13293,"R",13779,"R",15084,"R",16578,"R",4239,"R",4248,"R",5274,"R",4635,"R",4374,"R",4365,"R",4698,"R",4158,"47.0201","R",14500,"R",0,"R",900,1,"R",9,"47.0604","R",13221,"R",0,"R",810,1,"R",8,"46.0415","R",14249,"R",0,"R",900,1,"R",8,"49.0205","R",11024,"R",0,"R",630,1,"R",5,"48.0503","R",14249,"R",0,"R",900,1,"R",9,
111762,5,"51.0710","A",.,"A",.,"R",720,1,"R",6,"R",24,"R",900,"R",26,"R",10486,"R",11486,"R",11486,"R",11486,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8862,"R",9186,"R",10056,"R",11052,"R",2826,"R",2832,"R",3516,"R",3090,"R",2916,"R",2910,"R",3132,"R",2772,"51.0801","R",14249,"R",0,"R",900,1,"R",8,"46.0415","R",14249,"R",0,"R",900,1,"R",8,"52.1803","R",10754,"R",0,"R",630,1,"R",6,"46.9999","R",11486,"R",0,"R",720,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111799,4,"51.0801","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",26,"R",11954,"R",12954,"R",12954,"R",14249,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11078,"R",11483,"R",12570,"R",13815,"R",3533,"R",3540,"R",4395,"R",3863,"R",3645,"R",3638,"R",3915,"R",3465,"52.0407","R",14249,"R",0,"R",900,1,"R",8,"46.9999","R",11486,"R",0,"R",720,1,"R",6,"51.3501","R",14249,"R",0,"R",900,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
112181,3,"12.0401","A",.,"A",.,"R",1600,1,"R",15,"R",60,"R",900,"R",26,"R",14950,"R",15050,"R",15100,"R",15500,"R",2844,"R",2844,"R",2794,"R",2909,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17760,"R",17760,"R",17760,"R",17760,"R",15135,"R",15135,"R",15135,"R",15135,"R",10140,"R",10140,"R",10140,"R",11895,"12.0409","R",8550,"R",1853,"R",600,1,"R",6,"12.0410","R",2056,"R",1104,"R",400,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
112288,7,"12.0401","A",.,"A",.,"R",1600,1,"R",14,"R",54,"R",900,"R",30,"A",.,"R",19750,"R",19750,"R",19750,"A",.,"R",234,"R",234,"R",234,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19940,"R",20142,"R",20142,"A",.,"R",17982,"R",17982,"R",17982,"A",.,"R",12029,"R",12029,"R",12029,"51.0801","R",14000,"R",234,"R",780,1,"R",9,"51.0716","R",14200,"R",234,"R",780,1,"R",9,"51.0601","R",16250,"R",234,"R",845,1,"R",11,"51.3501","R",13750,"R",234,"R",740,1,"R",9,"11.0101","R",15400,"R",234,"R",935,1,"R",12,
112367,6,"51.3901","A",.,"A",.,"R",1443,1,"R",15,"R",60,"R",900,"R",30,"R",12000,"R",12000,"R",12000,"R",12000,"R",2500,"R",2500,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16500,"R",16500,"R",16500,"R",18000,"R",4500,"R",4875,"R",5250,"R",5250,"R",4500,"R",4875,"R",5250,"R",5250,"51.0710","R",2730,"R",800,"R",900,1,"R",8,"52.0401","R",2145,"R",700,"R",880,1,"R",8,"51.0801","R",4500,"R",600,"R",810,1,"R",7,"51.3902","R",1000,"R",500,"R",285,1,"R",4,"51.2602","R",350,"R",200,"R",40,1,"R",1,
112455,3,"12.0409","A",.,"A",.,"R",600,1,"R",6,"R",22,"R",900,"R",26,"R",7500,"R",8400,"R",8550,"R",8610,"R",1300,"R",1300,"R",1750,"R",1675,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8124,"R",8421,"R",9218,"R",10131,"R",2591,"R",2596,"R",3223,"R",2833,"R",2673,"R",2668,"R",2871,"R",2541,"12.0402","R",17550,"R",2640,"R",1500,1,"R",16,"12.0401","R",18720,"R",2590,"R",1600,1,"R",17,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
113449,6,"12.0401","A",.,"A",.,"R",1600,1,"R",14,"R",56,"R",900,"R",30,"R",16000,"R",16000,"R",17600,"R",17600,"R",1400,"R",1400,"R",1400,"R",1400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14420,"R",14420,"R",14420,"R",17360,"R",6594,"R",6594,"R",6594,"R",8428,"R",6804,"R",6804,"R",6804,"R",13664,"12.0402","R",16500,"R",1050,"R",1500,1,"R",12,"12.0409","R",13500,"R",1177,"R",900,1,"R",6,"51.3501","R",6600,"R",252,"R",600,1,"R",4,"12.0413","R",6000,"R",100,"R",600,1,"R",4,"12.0410","R",4000,"R",550,"R",400,1,"R",3,
114123,20,"51.0801","A",.,"A",.,"R",91,2,"R",18,"R",72,"R",36,"R",36,"R",19650,"R",19800,"R",21355,"R",25926,"R",4000,"R",4000,"R",3540,"R",4530,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",21726,"R",22842,"R",23922,"R",25038,"R",19278,"R",20250,"R",22068,"R",23112,"R",13716,"R",14418,"R",15408,"R",16128,"22.0001","R",29304,"R",1873,"R",36,2,"R",24,"11.1001","R",26476,"R",4260,"R",96,2,"R",18,"52.0401","R",25726,"R",5050,"R",90,2,"R",18,"52.0302","R",25111,"R",5330,"R",96,2,"R",18,"22.0302","R",25051,"R",4000,"R",95,2,"R",18,
114460,3,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",53,"R",900,"R",30,"R",16405,"R",17200,"R",18085,"R",18485,"R",3600,"R",3600,"R",3600,"R",3400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19570,"R",20286,"R",24407,"R",24407,"R",6241,"R",6254,"R",6824,"R",6824,"R",6440,"R",6426,"R",6122,"R",6122,"12.0409","R",8485,"R",1750,"R",600,1,"R",6,"12.0402","R",16960,"R",3600,"R",1500,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
114637,6,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",50,"R",900,"R",28,"R",11250,"R",11200,"R",11350,"R",11200,"R",1600,"R",1600,"R",1600,"R",1650,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11875,"R",11875,"R",11250,"R",11250,"R",3125,"R",3125,"R",3125,"R",3125,"R",2500,"R",2500,"R",2500,"R",2500,"12.0402","R",10500,"R",1200,"R",1500,1,"R",12,"12.0409","R",5400,"R",950,"R",600,1,"R",5,"12.0410","R",3300,"R",1050,"R",600,1,"R",5,"12.0410","R",1000,"R",550,"R",400,1,"R",3,"12.0413","R",4800,"R",500,"R",600,1,"R",5,
114761,5,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",50,"R",900,"R",26,"R",13700,"R",14500,"R",14500,"R",14500,"R",2089,"R",2100,"R",2100,"R",2100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18463,"R",19138,"R",20950,"R",23025,"R",5888,"R",5900,"R",7325,"R",6438,"R",6075,"R",6063,"R",6525,"R",5775,"12.0402","R",14500,"R",1450,"R",1500,1,"R",12,"12.0409","R",5500,"R",950,"R",600,1,"R",5,"12.0410","R",3700,"R",800,"R",400,1,"R",3,"12.0413","R",5500,"R",300,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
114947,7,"50.0713","A",.,"A",.,"R",780,1,"R",7,"R",26,"R",780,"R",26,"R",21183,"R",21000,"R",21000,"R",21000,"R",2285,"R",2866,"R",2882,"R",2882,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6305,"R",6656,"R",7618,"R",8255,"R",5590,"R",5902,"R",6754,"R",7319,"R",5590,"R",7826,"R",6754,"R",9718,"50.0713","R",21400,"R",2145,"R",781,1,"R",7,"50.0713","R",19900,"R",1825,"R",779,1,"R",7,"50.0713","R",6600,"R",455,"R",210,1,"R",2,"50.0713","R",5750,"R",615,"R",209,1,"R",2,"50.0713","R",6000,"R",395,"R",270,1,"R",2,
115010,9,"51.3801","A",.,"A",.,"R",76,2,"R",24,"R",96,"R",32,"R",30,"R",67360,"R",72355,"R",71838,"R",71838,"R",2635,"R",2635,"R",3152,"R",3152,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",35448,"R",36744,"R",40224,"R",44208,"R",11304,"R",11328,"R",14064,"R",12360,"R",11664,"R",11640,"R",12528,"R",11088,"51.3901","R",34006,"R",572,"R",1635,1,"R",15,"51.0909","R",32048,"R",490,"R",1350,1,"R",14,"51.1012","R",16177,"R",138,"R",850,1,"R",9,"51.0801","R",15495,"R",370,"R",883,1,"R",9,"51.0714","R",15685,"R",630,"R",990,1,"R",10,
115357,3,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",46,"R",900,"R",26,"R",18400,"R",20000,"R",20000,"R",20000,"R",2900,"R",2900,"R",2900,"R",2900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9361,"R",9361,"R",9775,"R",9833,"R",2990,"R",2990,"R",3163,"R",3163,"R",2818,"R",2818,"R",2875,"R",2875,"12.0402","R",18850,"R",2500,"R",1500,1,"R",11,"12.0410","R",3300,"R",1200,"R",400,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
115658,3,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",53,"R",900,"R",26,"R",11880,"R",12495,"R",12495,"R",13495,"R",474,"R",500,"R",500,"R",500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19570,"R",20286,"R",24407,"R",24407,"R",6241,"R",6254,"R",6824,"R",6824,"R",6440,"R",6426,"R",6122,"R",6122,"12.0413","R",3400,"R",198,"R",600,1,"R",6,"12.0410","R",2150,"R",350,"R",400,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
115931,8,"46.0302","A",.,"A",.,"R",840,1,"R",11,"R",42,"R",840,"R",42,"R",14348,"R",14348,"R",16103,"R",16103,"R",797,"R",797,"R",797,"R",797,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9776,"R",9776,"R",9776,"R",9776,"R",9912,"R",9912,"R",9912,"R",9912,"R",7392,"R",7392,"R",7392,"R",7392,"47.0201","R",15448,"R",397,"R",840,1,"R",11,"51.0710","R",12266,"R",909,"R",720,1,"R",9,"51.1009","R",13590,"R",650,"R",720,1,"R",9,"51.0713","R",11565,"R",1228,"R",720,1,"R",9,"51.3501","R",12999,"A",.,"R",760,1,"R",9,
116350,1,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",47,"R",900,"R",26,"R",18900,"R",18900,"R",20900,"R",20900,"R",3120,"R",3130,"R",3635,"R",3635,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17355,"R",17989,"R",21644,"R",21644,"R",5534,"R",5546,"R",6051,"R",6051,"R",5711,"R",5699,"R",5429,"R",5429,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
116563,7,"12.0414","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",30,"R",14064,"R",13989,"R",13998,"R",13590,"R",1357,"R",1512,"R",1458,"R",1983,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15000,"R",11483,"R",12570,"R",13815,"R",6555,"R",3540,"R",4395,"R",3863,"R",6555,"R",3638,"R",3915,"R",3465,"12.0409","R",9420,"R",1037,"R",600,1,"R",5,"12.0499","R",23362,"R",4861,"R",1750,1,"R",13,"12.0408","R",12862,"R",2457,"R",750,1,"R",6,"12.0402","R",22050,"R",4355,"R",1800,1,"R",14,"12.0401","R",19600,"R",3441,"R",1600,1,"R",12,
117238,6,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",53,"R",900,"R",30,"R",16475,"R",16475,"R",16475,"R",16475,"R",2000,"R",2000,"R",2000,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19782,"R",19849,"R",19491,"R",19491,"R",8414,"R",10057,"R",5022,"R",5022,"R",5804,"R",5433,"R",7632,"R",7632,"12.0402","R",15450,"R",2000,"R",1500,1,"R",12,"12.0409","R",9075,"R",1000,"R",600,1,"R",6,"12.0410","R",7175,"R",1000,"R",600,1,"R",6,"13.1399","R",2675,"R",500,"R",600,1,"R",5,"12.0499","R",2675,"R",515,"R",400,1,"R",4,
117955,6,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",50,"R",900,"R",30,"R",17450,"R",17450,"R",18920,"R",18920,"R",1400,"R",1400,"R",1600,"R",1600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17150,"R",17150,"R",16100,"R",16100,"R",5475,"R",5475,"R",5600,"R",5600,"R",7288,"R",7288,"R",5888,"R",5888,"12.0402","R",2400,"R",0,"R",200,1,"R",2,"12.0402","R",18700,"R",1500,"R",1500,1,"R",12,"12.0410","R",8000,"R",1100,"R",600,1,"R",6,"12.0409","R",10725,"R",1200,"R",600,1,"R",6,"12.0406","R",3000,"R",1200,"R",120,1,"R",2,
